Price Period,Town,Super,Diesel,Kerosene
15th October 2022 –14th November 2022,,,165.58,149.53
15th October 2022 –14th November 2022,,,164.55,148.51
15th October 2022 –14th November 2022,,,164.61,148.57
15th October 2022 –14th November 2022,,,163.78,147.74
15th October 2022 –14th November 2022,,,164.19,148.14
15th October 2022 –14th November 2022,,,164.27,148.21
15th October 2022 –14th November 2022,,,163.72,147.67
15th October 2022 –14th November 2022,,,164.15,148.1
15th October 2022 –14th November 2022,,,164.69,148.65
15th October 2022 –14th November 2022,,,164.33,148.28
15th October 2022 –14th November 2022,,,165.01,148.97
15th October 2022 –14th November 2022,,,164.67,148.61
15th October 2022 –14th November 2022,,,164.87,148.82
15th October 2022 –14th November 2022,,,163.91,147.87
15th October 2022 –14th November 2022,,,166.86,150.82
15th October 2022 –14th November 2022,,,166.25,150.21
15th October 2022 –14th November 2022,,,165.24,149.19
15th October 2022 –14th November 2022,,,165.72,149.68
15th October 2022 –14th November 2022,,,165.39,149.34
15th October 2022 –14th November 2022,,,164.98,148.93
15th October 2022 –14th November 2022,,,165.01,148.97
15th October 2022 –14th November 2022,,,164.96,148.92
15th October 2022 –14th November 2022,,,164.87,148.82
15th October 2022 –14th November 2022,,,164.75,148.71
15th October 2022 –14th November 2022,,,164.7,148.66
15th October 2022 –14th November 2022,,,164.43,148.39
15th October 2022 –14th November 2022,,,163.7,147.66
15th October 2022 –14th November 2022,,,163.8,147.77
15th October 2022 –14th November 2022,,,164.29,148.25
15th October 2022 –14th November 2022,,,163.75,147.72
15th October 2022 –14th November 2022,,,164.03,147.99
15th October 2022 –14th November 2022,,,163.91,147.88
15th October 2022 –14th November 2022,,,164.04,148.0
15th October 2022 –14th November 2022,,,164.21,148.17
15th October 2022 –14th November 2022,,,164.28,148.24
15th October 2022 –14th November 2022,,,164.58,148.55
15th October 2022 –14th November 2022,,,164.42,148.38
15th October 2022 –14th November 2022,,,164.6,148.56
15th October 2022 –14th November 2022,,,164.57,148.54
15th October 2022 –14th November 2022,,,164.52,148.48
15th October 2022 –14th November 2022,,,165.37,149.34
15th October 2022 –14th November 2022,,,165.66,149.62
15th October 2022 –14th November 2022,,,164.82,148.78
15th October 2022 –14th November 2022,,,163.93,147.9
15th October 2022 –14th November 2022,,,164.5,148.47
15th October 2022 –14th November 2022,,,163.7,147.66
15th October 2022 –14th November 2022,,,165.15,149.12
15th October 2022 –14th November 2022,,,165.26,149.22
15th October 2022 –14th November 2022,,,165.09,149.06
15th October 2022 –14th November 2022,,,164.06,148.03
15th October 2022 –14th November 2022,,,164.45,148.42
15th October 2022 –14th November 2022,,,164.58,148.55
15th October 2022 –14th November 2022,,,164.86,148.82
15th October 2022 –14th November 2022,,,164.57,148.54
15th October 2022 –14th November 2022,,,164.58,148.55
15th October 2022 –14th November 2022,,,163.66,147.63
15th October 2022 –14th November 2022,,,163.7,147.66
15th October 2022 –14th November 2022,,,164.13,148.1
15th October 2022 –14th November 2022,,,163.78,147.75
15th October 2022 –14th November 2022,,,164.26,148.22
15th October 2022 –14th November 2022,,,163.75,147.71
15th October 2022 –14th November 2022,,,165.52,149.48
15th October 2022 –14th November 2022,,,165.75,149.71
15th October 2022 –14th November 2022,,,166.06,150.02
15th October 2022 –14th November 2022,,,164.83,148.8
15th October 2022 –14th November 2022,,,164.8,148.75
15th October 2022 –14th November 2022,,,164.74,148.7
15th October 2022 –14th November 2022,,,164.67,148.62
15th October 2022 –14th November 2022,,,164.57,148.54
15th October 2022 –14th November 2022,,,164.56,148.53
15th October 2022 –14th November 2022,,,164.61,148.57
15th October 2022 –14th November 2022,,,164.43,148.4
15th October 2022 –14th November 2022,,,164.74,148.7
15th October 2022 –14th November 2022,,,165.0,148.96
15th October 2022 –14th November 2022,,,164.92,148.88
15th October 2022 –14th November 2022,,,164.64,148.61
15th October 2022 –14th November 2022,,,164.35,148.31
15th October 2022 –14th November 2022,,,164.71,148.68
15th October 2022 –14th November 2022,,,164.07,148.03
15th October 2022 –14th November 2022,,,164.47,148.43
15th September 2022 –14th October 2022,,176.98,,
15th September 2022 –14th October 2022,,177.69,,
15th September 2022 –14th October 2022,,177.34,,
15th September 2022 –14th October 2022,,177.34,,
15th September 2022 –14th October 2022,,177.9,,
15th September 2022 –14th October 2022,,178.05,,
15th September 2022 –14th October 2022,,178.46,,
15th September 2022 –14th October 2022,,179.86,,
15th September 2022 –14th October 2022,,180.27,,
15th September 2022 –14th October 2022,,180.57,,
15th September 2022 –14th October 2022,,180.27,,
15th September 2022 –14th October 2022,,179.25,,
15th September 2022 –14th October 2022,,179.33,,
15th September 2022 –14th October 2022,,177.28,,
15th September 2022 –14th October 2022,,177.46,,
15th September 2022 –14th October 2022,,178.79,,
15th September 2022 –14th October 2022,,178.96,,
15th September 2022 –14th October 2022,,177.13,,
15th September 2022 –14th October 2022,,178.56,,
15th September 2022 –14th October 2022,,179.3,,
15th September 2022 –14th October 2022,,179.31,,
15th September 2022 –14th October 2022,,179.54,,
15th September 2022 –14th October 2022,,179.72,,
15th September 2022 –14th October 2022,,179.59,,
15th September 2022 –14th October 2022,,179.82,,
15th September 2022 –14th October 2022,,180.05,,
15th September 2022 –14th October 2022,,180.4,,
15th September 2022 –14th October 2022,,180.33,,
15th September 2022 –14th October 2022,,180.69,,
15th September 2022 –14th October 2022,,180.67,,
15th September 2022 –14th October 2022,,180.85,,
15th September 2022 –14th October 2022,,180.64,,
15th September 2022 –14th October 2022,,180.93,,
15th September 2022 –14th October 2022,,180.84,,
15th September 2022 –14th October 2022,,181.22,,
15th September 2022 –14th October 2022,,181.23,,
15th September 2022 –14th October 2022,,182.21,,
15th September 2022 –14th October 2022,,181.74,,
15th September 2022 –14th October 2022,,182.4,,
15th September 2022 –14th October 2022,,182.26,,
15th September 2022 –14th October 2022,,182.85,,
15th September 2022 –14th October 2022,,183.47,,
15th September 2022 –14th October 2022,,187.15,,
15th September 2022 –14th October 2022,,186.24,,
15th September 2022 –14th October 2022,,188.74,,
15th September 2022 –14th October 2022,,187.79,,
15th September 2022 –14th October 2022,,186.16,,
15th September 2022 –14th October 2022,,184.85,,
15th September 2022 –14th October 2022,,188.42,,
15th September 2022 –14th October 2022,,190.02,,
15th September 2022 –14th October 2022,,188.57,,
15th September 2022 –14th October 2022,,186.3,,
15th September 2022 –14th October 2022,,192.35,,
15th September 2022 –14th October 2022,,180.2,,
15th September 2022 –14th October 2022,,184.65,,
15th September 2022 –14th October 2022,,181.67,,
15th September 2022 –14th October 2022,,190.34,,
15th September 2022 –14th October 2022,,187.38,,
15th September 2022 –14th October 2022,,185.97,,
15th September 2022 –14th October 2022,,179.42,,
15th September 2022 –14th October 2022,,182.0,,
15th September 2022 –14th October 2022,,181.12,,
15th September 2022 –14th October 2022,,181.98,,
15th September 2022 –14th October 2022,,181.61,,
15th September 2022 –14th October 2022,,180.95,,
15th September 2022 –14th October 2022,,188.11,,
15th September 2022 –14th October 2022,,186.73,,
15th September 2022 –14th October 2022,,187.27,,
15th September 2022 –14th October 2022,,187.34,,
15th September 2022 –14th October 2022,,187.14,,
15th September 2022 –14th October 2022,,184.36,,
15th September 2022 –14th October 2022,,184.05,,
15th September 2022 –14th October 2022,,185.3,,
15th September 2022 –14th October 2022,,178.62,,
15th September 2022 –14th October 2022,,178.58,,
15th September 2022 –14th October 2022,,178.57,,
15th September 2022 –14th October 2022,,178.65,,
15th September 2022 –14th October 2022,,179.36,,
15th September 2022 –14th October 2022,,178.88,,
15th September 2022 –14th October 2022,,178.87,,
15th September 2022 –14th October 2022,,181.85,,
15th September 2022 –14th October 2022,,182.95,,
15th September 2022 –14th October 2022,,178.95,,
15th September 2022 –14th October 2022,,179.34,,
15th September 2022 –14th October 2022,,179.83,,
15th September 2022 –14th October 2022,,180.92,,
15th September 2022 –14th October 2022,,181.76,,
15th September 2022 –14th October 2022,,179.41,,
15th September 2022 –14th October 2022,,179.5,,
15th September 2022 –14th October 2022,,179.5,,
15th September 2022 –14th October 2022,,179.5,,
15th September 2022 –14th October 2022,,179.5,,
15th September 2022 –14th October 2022,,179.5,,
15th September 2022 –14th October 2022,,179.52,,
15th September 2022 –14th October 2022,,179.93,,
15th September 2022 –14th October 2022,,179.86,,
15th September 2022 –14th October 2022,,180.5,,
15th September 2022 –14th October 2022,,180.26,,
15th September 2022 –14th October 2022,,179.52,,
15th September 2022 –14th October 2022,,179.49,,
15th September 2022 –14th October 2022,,179.45,,
15th September 2022 –14th October 2022,,179.54,,
15th September 2022 –14th October 2022,,180.0,,
15th September 2022 –14th October 2022,,179.89,,
15th September 2022 –14th October 2022,,179.81,,
15th September 2022 –14th October 2022,,179.73,,
15th September 2022 –14th October 2022,,179.69,,
15th September 2022 –14th October 2022,,179.55,,
15th September 2022 –14th October 2022,,180.05,,
15th September 2022 –14th October 2022,,180.39,,
15th September 2022 –14th October 2022,,180.07,,
15th September 2022 –14th October 2022,,180.71,,
15th September 2022 –14th October 2022,,182.33,,
15th September 2022 –14th October 2022,,181.12,,
15th September 2022 –14th October 2022,,181.25,,
15th September 2022 –14th October 2022,,183.68,,
15th September 2022 –14th October 2022,,185.27,,
15th September 2022 –14th October 2022,,182.68,,
15th September 2022 –14th October 2022,,184.44,,
15th September 2022 –14th October 2022,,183.05,,
15th September 2022 –14th October 2022,,187.33,,
15th September 2022 –14th October 2022,,182.33,,
15th September 2022 –14th October 2022,,180.66,,
15th September 2022 –14th October 2022,,186.46,,
15th September 2022 –14th October 2022,,179.69,,
15th September 2022 –14th October 2022,,179.51,,
15th September 2022 –14th October 2022,,179.57,,
15th September 2022 –14th October 2022,,179.45,,
15th September 2022 –14th October 2022,,187.56,,
15th September 2022 –14th October 2022,,186.39,,
15th September 2022 –14th October 2022,,182.8,,
15th September 2022 –14th October 2022,,184.37,,
15th September 2022 –14th October 2022,,181.57,,
15th September 2022 –14th October 2022,,180.9,,
15th September 2022 –14th October 2022,,181.5,,
15th September 2022 –14th October 2022,,181.09,,
15th September 2022 –14th October 2022,,179.89,,
15th September 2022 –14th October 2022,,180.6,,
15th September 2022 –14th October 2022,,179.92,,
15th September 2022 –14th October 2022,,180.33,,
15th September 2022 –14th October 2022,,180.47,,
15th September 2022 –14th October 2022,,180.59,,
15th September 2022 –14th October 2022,,181.49,,
15th September 2022 –14th October 2022,,181.36,,
15th September 2022 –14th October 2022,,180.33,,
15th September 2022 –14th October 2022,,180.39,,
15th September 2022 –14th October 2022,,179.57,,
15th September 2022 –14th October 2022,,179.97,,
15th September 2022 –14th October 2022,,180.05,,
15th September 2022 –14th October 2022,,179.51,,
15th September 2022 –14th October 2022,,179.93,,
15th September 2022 –14th October 2022,,180.47,,
15th September 2022 –14th October 2022,,180.11,,
15th September 2022 –14th October 2022,,180.79,,
15th September 2022 –14th October 2022,,180.45,,
15th September 2022 –14th October 2022,,180.65,,
15th September 2022 –14th October 2022,,179.69,,
15th September 2022 –14th October 2022,,182.65,,
15th September 2022 –14th October 2022,,182.03,,
15th September 2022 –14th October 2022,,181.02,,
15th September 2022 –14th October 2022,,181.5,,
15th September 2022 –14th October 2022,,181.17,,
15th September 2022 –14th October 2022,,180.76,,
15th September 2022 –14th October 2022,,180.79,,
15th September 2022 –14th October 2022,,180.74,,
15th September 2022 –14th October 2022,,180.65,,
15th September 2022 –14th October 2022,,180.53,,
15th September 2022 –14th October 2022,,180.49,,
15th September 2022 –14th October 2022,,180.21,,
15th September 2022 –14th October 2022,,179.5,,
15th September 2022 –14th October 2022,,179.59,,
15th September 2022 –14th October 2022,,180.08,,
15th September 2022 –14th October 2022,,179.54,,
15th September 2022 –14th October 2022,,179.82,,
15th September 2022 –14th October 2022,,179.7,,
15th September 2022 –14th October 2022,,179.83,,
15th September 2022 –14th October 2022,,180.0,,
15th September 2022 –14th October 2022,,180.07,,
15th September 2022 –14th October 2022,,180.37,,
15th September 2022 –14th October 2022,,180.21,,
15th September 2022 –14th October 2022,,180.39,,
15th September 2022 –14th October 2022,,180.36,,
15th September 2022 –14th October 2022,,180.31,,
15th September 2022 –14th October 2022,,181.17,,
15th September 2022 –14th October 2022,,181.45,,
15th September 2022 –14th October 2022,,180.61,,
15th September 2022 –14th October 2022,,179.72,,
15th September 2022 –14th October 2022,,180.3,,
15th September 2022 –14th October 2022,,179.5,,
15th September 2022 –14th October 2022,,180.94,,
15th September 2022 –14th October 2022,,181.05,,
15th September 2022 –14th October 2022,,180.88,,
15th September 2022 –14th October 2022,,179.86,,
15th September 2022 –14th October 2022,,180.25,,
15th September 2022 –14th October 2022,,180.37,,
15th September 2022 –14th October 2022,,180.65,,
15th September 2022 –14th October 2022,,180.36,,
15th September 2022 –14th October 2022,,180.37,,
15th September 2022 –14th October 2022,,179.45,,
15th September 2022 –14th October 2022,,179.5,,
15th September 2022 –14th October 2022,,179.93,,
15th September 2022 –14th October 2022,,179.57,,
15th September 2022 –14th October 2022,,180.06,,
15th September 2022 –14th October 2022,,179.54,,
15th September 2022 –14th October 2022,,181.31,,
15th September 2022 –14th October 2022,,181.54,,
15th September 2022 –14th October 2022,,181.85,,
15th September 2022 –14th October 2022,,180.62,,
15th September 2022 –14th October 2022,,180.59,,
15th September 2022 –14th October 2022,,180.53,,
15th September 2022 –14th October 2022,,180.46,,
15th September 2022 –14th October 2022,,180.36,,
15th September 2022 –14th October 2022,,180.35,,
15th September 2022 –14th October 2022,,180.4,,
15th September 2022 –14th October 2022,,180.22,,
15th September 2022 –14th October 2022,,180.53,,
15th September 2022 –14th October 2022,,180.79,,
15th September 2022 –14th October 2022,,180.72,,
15th September 2022 –14th October 2022,,180.44,,
15th September 2022 –14th October 2022,,180.14,,
15th September 2022 –14th October 2022,,180.5,,
15th September 2022 –14th October 2022,,179.86,,
15th September 2022 –14th October 2022,,180.26,,
May 15th 2022 - June 14th 2022,,,128.76,116.69000000000001
May 15th 2022 - June 14th 2022,,,129.47,117.41000000000001
May 15th 2022 - June 14th 2022,,,129.11,117.05000000000001
May 15th 2022 - June 14th 2022,,,129.11,117.05000000000001
May 15th 2022 - June 14th 2022,,,129.67000000000002,117.61
May 15th 2022 - June 14th 2022,,,129.83,117.76
May 15th 2022 - June 14th 2022,,,130.24,118.17
May 15th 2022 - June 14th 2022,,,131.64,119.58000000000001
May 15th 2022 - June 14th 2022,,,132.06,120.0
May 15th 2022 - June 14th 2022,,,132.34,120.28
May 15th 2022 - June 14th 2022,,,132.06,120.0
May 15th 2022 - June 14th 2022,,,131.02,118.96000000000001
May 15th 2022 - June 14th 2022,,,131.11,119.05000000000001
May 15th 2022 - June 14th 2022,,,129.06,117.0
May 15th 2022 - June 14th 2022,,,129.24,117.18
May 15th 2022 - June 14th 2022,,,130.57,118.51
May 15th 2022 - June 14th 2022,,,130.74,118.68
May 15th 2022 - June 14th 2022,,,128.92000000000002,116.85000000000001
May 15th 2022 - June 14th 2022,,,130.34,118.27000000000001
May 15th 2022 - June 14th 2022,,,131.0,118.94000000000001
May 15th 2022 - June 14th 2022,,,131.01,118.94000000000001
May 15th 2022 - June 14th 2022,,,131.24,119.18
May 15th 2022 - June 14th 2022,,,131.42000000000002,119.36
May 15th 2022 - June 14th 2022,,,131.29000000000002,119.23
May 15th 2022 - June 14th 2022,,,131.52,119.46000000000001
May 15th 2022 - June 14th 2022,,,131.75,119.68
May 15th 2022 - June 14th 2022,,,132.10000000000002,120.04
May 15th 2022 - June 14th 2022,,,132.03,119.97
May 15th 2022 - June 14th 2022,,,132.4,120.33000000000001
May 15th 2022 - June 14th 2022,,,132.37,120.31
May 15th 2022 - June 14th 2022,,,132.55,120.48
May 15th 2022 - June 14th 2022,,,132.34,120.28
May 15th 2022 - June 14th 2022,,,132.63,120.57000000000001
May 15th 2022 - June 14th 2022,,,132.54000000000002,120.47
May 15th 2022 - June 14th 2022,,,132.93,120.86
May 15th 2022 - June 14th 2022,,,132.94,120.87
May 15th 2022 - June 14th 2022,,,133.91,121.84
May 15th 2022 - June 14th 2022,,,133.44,121.38000000000001
May 15th 2022 - June 14th 2022,,,134.1,122.04
May 15th 2022 - June 14th 2022,,,133.96,121.89
May 15th 2022 - June 14th 2022,,,134.56,122.49000000000001
May 15th 2022 - June 14th 2022,,,135.17,123.11
May 15th 2022 - June 14th 2022,,,138.85,126.79
May 15th 2022 - June 14th 2022,,,137.94,125.87
May 15th 2022 - June 14th 2022,,,140.44,128.37
May 15th 2022 - June 14th 2022,,,139.49,127.43
May 15th 2022 - June 14th 2022,,,137.85999999999999,125.80000000000001
May 15th 2022 - June 14th 2022,,,136.55,124.49000000000001
May 15th 2022 - June 14th 2022,,,140.12,128.04000000000002
May 15th 2022 - June 14th 2022,,,141.72,129.65
May 15th 2022 - June 14th 2022,,,140.27,128.21
May 15th 2022 - June 14th 2022,,,138.0,125.94000000000001
May 15th 2022 - June 14th 2022,,,144.05,131.98000000000002
May 15th 2022 - June 14th 2022,,,131.9,119.84
May 15th 2022 - June 14th 2022,,,136.35,124.29
May 15th 2022 - June 14th 2022,,,133.36,121.29
May 15th 2022 - June 14th 2022,,,142.04,129.98000000000002
May 15th 2022 - June 14th 2022,,,139.08,127.02000000000001
May 15th 2022 - June 14th 2022,,,137.67,125.60000000000001
May 15th 2022 - June 14th 2022,,,131.12,119.06
May 15th 2022 - June 14th 2022,,,133.7,121.63000000000001
May 15th 2022 - June 14th 2022,,,132.82,120.75
May 15th 2022 - June 14th 2022,,,133.52,121.46000000000001
May 15th 2022 - June 14th 2022,,,133.68,121.62
May 15th 2022 - June 14th 2022,,,133.31,121.25
May 15th 2022 - June 14th 2022,,,132.65,120.58000000000001
May 15th 2022 - June 14th 2022,,,139.82,127.75
May 15th 2022 - June 14th 2022,,,138.43,126.37
May 15th 2022 - June 14th 2022,,,138.97,126.91000000000001
May 15th 2022 - June 14th 2022,,,139.04,126.97
May 15th 2022 - June 14th 2022,,,138.84,126.78
May 15th 2022 - June 14th 2022,,,136.06,123.98
May 15th 2022 - June 14th 2022,,,135.75,123.69000000000001
May 15th 2022 - June 14th 2022,,,137.0,124.93
May 15th 2022 - June 14th 2022,,,130.83,118.79
May 15th 2022 - June 14th 2022,,,130.79000000000002,118.76
May 15th 2022 - June 14th 2022,,,130.78,118.74000000000001
May 15th 2022 - June 14th 2022,,,130.86,118.83000000000001
May 15th 2022 - June 14th 2022,,,131.56,119.53
May 15th 2022 - June 14th 2022,,,131.09,119.05000000000001
May 15th 2022 - June 14th 2022,,,131.08,119.04
May 15th 2022 - June 14th 2022,,,134.06,122.03
May 15th 2022 - June 14th 2022,,,135.16,123.13000000000001
May 15th 2022 - June 14th 2022,,,131.15,119.11
May 15th 2022 - June 14th 2022,,,131.55,119.51
May 15th 2022 - June 14th 2022,,,132.04000000000002,120.01
May 15th 2022 - June 14th 2022,,,133.13,121.10000000000001
May 15th 2022 - June 14th 2022,,,133.97,121.93
May 15th 2022 - June 14th 2022,,,131.72,119.67
May 15th 2022 - June 14th 2022,,,131.72,119.67
May 15th 2022 - June 14th 2022,,,131.72,119.67
May 15th 2022 - June 14th 2022,,,131.72,119.67
May 15th 2022 - June 14th 2022,,,131.72,119.67
May 15th 2022 - June 14th 2022,,,131.74,119.68
May 15th 2022 - June 14th 2022,,,132.15,120.10000000000001
May 15th 2022 - June 14th 2022,,,132.08,120.03
May 15th 2022 - June 14th 2022,,,132.72,120.67
May 15th 2022 - June 14th 2022,,,132.48000000000002,120.44000000000001
May 15th 2022 - June 14th 2022,,,131.74,119.68
May 15th 2022 - June 14th 2022,,,131.7,119.66000000000001
May 15th 2022 - June 14th 2022,,,131.67000000000002,119.62
May 15th 2022 - June 14th 2022,,,131.76,119.71000000000001
May 15th 2022 - June 14th 2022,,,132.22,120.18
May 15th 2022 - June 14th 2022,,,132.10000000000002,120.06
May 15th 2022 - June 14th 2022,,,132.03,119.99000000000001
May 15th 2022 - June 14th 2022,,,131.95,119.9
May 15th 2022 - June 14th 2022,,,131.91000000000003,119.87
May 15th 2022 - June 14th 2022,,,131.77,119.73
May 15th 2022 - June 14th 2022,,,132.27,120.21000000000001
May 15th 2022 - June 14th 2022,,,132.61,120.57000000000001
May 15th 2022 - June 14th 2022,,,132.29000000000002,120.25
May 15th 2022 - June 14th 2022,,,132.93,120.87
May 15th 2022 - June 14th 2022,,,134.53,122.49000000000001
May 15th 2022 - June 14th 2022,,,133.34,121.29
May 15th 2022 - June 14th 2022,,,133.47,121.42
May 15th 2022 - June 14th 2022,,,135.9,123.85000000000001
May 15th 2022 - June 14th 2022,,,137.49,125.44000000000001
May 15th 2022 - June 14th 2022,,,134.9,122.85000000000001
May 15th 2022 - June 14th 2022,,,136.66,124.61
May 15th 2022 - June 14th 2022,,,135.27,123.22
May 15th 2022 - June 14th 2022,,,139.55,127.49000000000001
May 15th 2022 - June 14th 2022,,,134.53,122.49000000000001
May 15th 2022 - June 14th 2022,,,132.88,120.84
May 15th 2022 - June 14th 2022,,,138.68,126.63000000000001
May 15th 2022 - June 14th 2022,,,131.91000000000003,119.87
May 15th 2022 - June 14th 2022,,,131.72,119.67
May 15th 2022 - June 14th 2022,,,131.78,119.74000000000001
May 15th 2022 - June 14th 2022,,,131.67000000000002,119.62
May 15th 2022 - June 14th 2022,,,139.77,127.73
May 15th 2022 - June 14th 2022,,,138.6,126.55000000000001
May 15th 2022 - June 14th 2022,,,135.02,122.97
May 15th 2022 - June 14th 2022,,,136.59,124.53
May 15th 2022 - June 14th 2022,,,133.79,121.74000000000001
May 15th 2022 - June 14th 2022,,,133.12,121.07000000000001
May 15th 2022 - June 14th 2022,,,133.72,121.68
May 15th 2022 - June 14th 2022,,,133.31,121.26
May 15th 2022 - June 14th 2022,,,132.10000000000002,120.06
May 15th 2022 - June 14th 2022,,,132.82,120.78
May 15th 2022 - June 14th 2022,,,132.14,120.08000000000001
May 15th 2022 - June 14th 2022,,,132.55,120.51
May 15th 2022 - June 14th 2022,,,132.69,120.65
May 15th 2022 - June 14th 2022,,,132.81,120.75
May 15th 2022 - June 14th 2022,,,133.71,121.66000000000001
May 15th 2022 - June 14th 2022,,,133.58,121.53
May 15th 2022 - June 14th 2022,,,132.55,120.51
May 15th 2022 - June 14th 2022,,,132.61,120.57000000000001
May 15th 2022 - June 14th 2022,,,131.78,119.74000000000001
May 15th 2022 - June 14th 2022,,,132.19,120.14
May 15th 2022 - June 14th 2022,,,132.27,120.21000000000001
May 15th 2022 - June 14th 2022,,,131.72,119.67
May 15th 2022 - June 14th 2022,,,132.15,120.10000000000001
May 15th 2022 - June 14th 2022,,,132.69,120.65
May 15th 2022 - June 14th 2022,,,132.33,120.28
May 15th 2022 - June 14th 2022,,,133.01,120.97
May 15th 2022 - June 14th 2022,,,132.67000000000002,120.61
May 15th 2022 - June 14th 2022,,,132.87,120.82000000000001
May 15th 2022 - June 14th 2022,,,131.91000000000003,119.87
May 15th 2022 - June 14th 2022,,,134.85999999999999,122.82000000000001
May 15th 2022 - June 14th 2022,,,134.25,122.21000000000001
May 15th 2022 - June 14th 2022,,,133.24,121.19000000000001
May 15th 2022 - June 14th 2022,,,133.72,121.68
May 15th 2022 - June 14th 2022,,,133.39,121.34
May 15th 2022 - June 14th 2022,,,132.98000000000002,120.93
May 15th 2022 - June 14th 2022,,,133.01,120.97
May 15th 2022 - June 14th 2022,,,132.96,120.92
May 15th 2022 - June 14th 2022,,,132.87,120.82000000000001
May 15th 2022 - June 14th 2022,,,132.75,120.71000000000001
May 15th 2022 - June 14th 2022,,,132.7,120.66000000000001
May 15th 2022 - June 14th 2022,,,132.43,120.39
May 15th 2022 - June 14th 2022,,,131.7,119.66000000000001
May 15th 2022 - June 14th 2022,,,131.8,119.77000000000001
May 15th 2022 - June 14th 2022,,,132.29000000000002,120.25
May 15th 2022 - June 14th 2022,,,131.75,119.72
May 15th 2022 - June 14th 2022,,,132.03,119.99000000000001
May 15th 2022 - June 14th 2022,,,131.91000000000003,119.88000000000001
May 15th 2022 - June 14th 2022,,,132.04000000000002,120.0
May 15th 2022 - June 14th 2022,,,132.21,120.17
May 15th 2022 - June 14th 2022,,,132.28,120.24000000000001
May 15th 2022 - June 14th 2022,,,132.58,120.55000000000001
May 15th 2022 - June 14th 2022,,,132.42000000000002,120.38000000000001
May 15th 2022 - June 14th 2022,,,132.60000000000002,120.56
May 15th 2022 - June 14th 2022,,,132.57,120.54
May 15th 2022 - June 14th 2022,,,132.52,120.48
May 15th 2022 - June 14th 2022,,,133.37,121.34
May 15th 2022 - June 14th 2022,,,133.66,121.62
May 15th 2022 - June 14th 2022,,,132.82,120.78
May 15th 2022 - June 14th 2022,,,131.93,119.9
May 15th 2022 - June 14th 2022,,,132.5,120.47
May 15th 2022 - June 14th 2022,,,131.7,119.66000000000001
May 15th 2022 - June 14th 2022,,,133.15,121.12
May 15th 2022 - June 14th 2022,,,133.26,121.22
May 15th 2022 - June 14th 2022,,,133.09,121.06
May 15th 2022 - June 14th 2022,,,132.06,120.03
May 15th 2022 - June 14th 2022,,,132.45,120.42
May 15th 2022 - June 14th 2022,,,132.58,120.55000000000001
May 15th 2022 - June 14th 2022,,,132.86,120.82000000000001
May 15th 2022 - June 14th 2022,,,132.57,120.54
May 15th 2022 - June 14th 2022,,,132.58,120.55000000000001
May 15th 2022 - June 14th 2022,,,131.66000000000003,119.63000000000001
May 15th 2022 - June 14th 2022,,,131.7,119.66000000000001
May 15th 2022 - June 14th 2022,,,132.13,120.10000000000001
May 15th 2022 - June 14th 2022,,,131.78,119.75
May 15th 2022 - June 14th 2022,,,132.26,120.22
May 15th 2022 - June 14th 2022,,,131.75,119.71000000000001
May 15th 2022 - June 14th 2022,,,133.52,121.48
May 15th 2022 - June 14th 2022,,,133.75,121.71000000000001
May 15th 2022 - June 14th 2022,,,134.06,122.02000000000001
May 15th 2022 - June 14th 2022,,,132.83,120.80000000000001
May 15th 2022 - June 14th 2022,,,132.8,120.75
May 15th 2022 - June 14th 2022,,,132.74,120.7
May 15th 2022 - June 14th 2022,,,132.67000000000002,120.62
May 15th 2022 - June 14th 2022,,,132.57,120.54
May 15th 2022 - June 14th 2022,,,132.56,120.53
May 15th 2022 - June 14th 2022,,,132.61,120.57000000000001
May 15th 2022 - June 14th 2022,,,132.43,120.4
May 15th 2022 - June 14th 2022,,,132.74,120.7
May 15th 2022 - June 14th 2022,,,133.0,120.96000000000001
May 15th 2022 - June 14th 2022,,,132.92000000000002,120.88000000000001
May 15th 2022 - June 14th 2022,,,132.64,120.61
May 15th 2022 - June 14th 2022,,,132.35000000000002,120.31
May 15th 2022 - June 14th 2022,,,132.71,120.68
May 15th 2022 - June 14th 2022,,,132.07,120.03
May 15th 2022 - June 14th 2022,,,132.47,120.43
July 15th 2023 - August 14th 2023,,,176.62809465783778,166.43257515391258
July 15th 2023 - August 14th 2023,,,177.3980164837706,167.1924969798454
July 15th 2023 - August 14th 2023,,,177.01809465783776,166.81257515391255
July 15th 2023 - August 14th 2023,,,177.01809465783776,166.81257515391255
July 15th 2023 - August 14th 2023,,,177.6196186844019,167.4140991804767
July 15th 2023 - August 14th 2023,,,177.77801648377059,167.57249697984537
July 15th 2023 - August 14th 2023,,,178.21454959859852,168.00903009467334
July 15th 2023 - August 14th 2023,,,179.72983959039928,169.5243200864741
July 15th 2023 - August 14th 2023,,,180.1730439916619,169.9675244877367
July 15th 2023 - August 14th 2023,,,180.47649701752994,170.28097751360477
July 15th 2023 - August 14th 2023,,,180.1730439916619,169.9675244877367
July 15th 2023 - August 14th 2023,,,179.06503298850535,168.85951348458016
July 15th 2023 - August 14th 2023,,,179.1588589512816,168.9533394473564
July 15th 2023 - August 14th 2023,,,176.95481208250797,166.74929257858278
July 15th 2023 - August 14th 2023,,,177.1424640080604,166.9469445041352
July 15th 2023 - August 14th 2023,,,178.5759031746244,168.3703836706992
